Phone ID,Phone Brand,Place,Date,Time,Network Provider,Download Speed,Upload Speed,Latency,RSSI,RSRP,RSRQ
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:53:07.291000,DITO,7.7438605512,12.5014392056,45,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:53:52.400000,DITO,3.4600036328,16.9347226888,41,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:54:32.506000,DITO,6.358620408,15.220785498400002,40,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:54:45.914000,DITO,10.7913139896,16.6548099176,39,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:54:59.032000,DITO,8.2287646824,17.2536986304,39,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:55:08.854000,DITO,19.070879054400002,15.843018868000001,50,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:55:25.106000,DITO,5.3724046768,15.174939759199999,42,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:55:39.571000,DITO,7.751071468,20.233253012,41,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:55:52.498000,DITO,8.0973184688,22.0484901528,39,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:56:12.986000,DITO,25.9866579032,15.573663060000001,50,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:56:25.936000,DITO,8.631254945599999,14.9497922848,41,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:56:35.211000,DITO,16.787474790399997,20.5635918368,41,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:56:45.865000,DITO,13.570568676799999,17.6465148864,40,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:56:54.400000,DITO,19.0444698656,18.1552432432,40,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:57:22.335000,DITO,18.9770578352,17.9610695184,50,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:57:48.253000,DITO,2.1009308928,18.3871532848,39,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:58:00.212000,DITO,13.9131980032,19.7571764704,42,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:58:12.844000,DITO,9.3017188392,24.4566990288,40,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:58:31.284000,DITO,10.0094807128,21.3477966104,44,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:58:41.533000,DITO,13.2875278304,16.6273267328,41,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:58:53.888000,DITO,10.3772710872,23.0575743704,42,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:59:09.691000,DITO,5.1568267167999995,27.1594609168,48,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,08:59:25.610000,DITO,5.3849044856,25.969484536,40,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,09:01:44.938000,DITO,13.080644294399999,21.1684033616,45,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,09:01:59.397000,DITO,18.401326391199998,21.2129684208,44,-59,-14,-91
c8b3bf788ae663de,samsung,ABD,2024-11-20,09:02:11.068000,DITO,15.0201624008,20.233253012,41,-65,-15,-95
c8b3bf788ae663de,samsung,ABD,2024-11-20,09:02:26.212000,DITO,14.901988128000001,15.0166318928,41,-65,-15,-95
c8b3bf788ae663de,samsung,ABD,2024-11-20,09:02:38.616000,DITO,9.762039380000001,18.556464088,40,-65,-15,-95
c8b3bf788ae663de,samsung,ABD,2024-11-20,09:02:54.063000,DITO,6.7683695848,17.0493401016,40,-65,-15,-95
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:15:55.190000,DITO,6.0149281272,16.6548099176,51,-77,-15,-111
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:16:25.352000,DITO,6.009226716,16.7100497512,44,-77,-15,-111
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:17:08.601000,DITO,4.1409300776,11.3726410832,43,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:17:33.857000,DITO,7.7734535896,7.3818021976,43,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:17:45.092000,DITO,46.8815177112,15.9685578448,54,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:17:58.849000,DITO,8.0938996928,15.843018868000001,50,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:18:13.409000,DITO,6.9088121264,17.463015597600002,50,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:18:24.277000,DITO,24.347427164,17.107232597600003,53,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:18:31.984000,DITO,26.4539265704,17.7397183096,46,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:18:43.372000,DITO,24.5572454488,19.8349606296,50,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:18:55.218000,DITO,9.9620364392,21.3477966104,49,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:19:24.312000,DITO,7.558868840800001,20.355878788,41,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:19:39.622000,DITO,7.872706456,20.605644171999998,39,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:19:48.288000,DITO,22.724207048,23.4875524472,48,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:20:06.736000,DITO,8.4434787248,20.112095808,42,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:20:15.087000,DITO,24.859289531199998,19.0475614368,42,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:20:34.691000,DITO,2.8280556816,25.1904,42,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:20:47.811000,DITO,23.285453474399997,27.1594609168,43,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:21:37.564000,DITO,8.0582273968,13.9946666664,41,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:21:46.436000,DITO,17.2771247544,13.59805668,43,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:21:55.110000,DITO,17.890308532000002,17.432802768,48,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:22:06.189000,DITO,11.482125744000001,14.624325108799999,47,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:22:17.970000,DITO,24.7116875,11.411279728,42,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:22:35.168000,DITO,9.4027824016,22.292389380800003,43,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:22:56.898000,DITO,5.4741312912,12.4704950496,46,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:23:10.041000,DITO,7.9494747424,13.821893004000001,41,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:23:18.924000,DITO,23.249511208799998,17.078237288,53,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:23:30.118000,DITO,12.3384927448,19.795992141600003,47,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:23:41.018000,DITO,10.2801391008,15.892996845599999,41,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:23:56.609000,DITO,5.873106571999999,19.7571764704,48,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:24:25.509000,DITO,7.6533614008,25.1904,45,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:24:34.049000,DITO,22.645303551199998,22.900363636,47,-71,-14,-102
c8b3bf788ae663de,samsung,Canteen,2024-11-20,09:24:42.187000,DITO,24.3361877288,18.0576344088,48,-71,-14,-102
c8b3bf788ae663de,samsung,Library,2024-11-22,14:25:28.193000,DITO,7.4836951248000005,14.231864406400001,58,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:25:51.660000,DITO,11.9955098792,11.924449704,58,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:26:08.391000,DITO,11.875043643200001,13.399148936000001,52,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:26:32.154000,DITO,14.0722767208,13.6533333336,58,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:26:54.505000,DITO,8.0489999488,13.2755731224,60,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:27:22.063000,DITO,7.5130244768,9.605490944,66,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:27:40.076000,DITO,9.0292907808,9.5599240984,61,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:28:11.478000,DITO,10.266292335200001,11.702857143200001,58,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:28:34.656000,DITO,9.6400585152,13.7090612248,59,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:28:59.656000,DITO,22.2096334784,12.901613315999999,63,-61,-14,-96
c8b3bf788ae663de,samsung,Library,2024-11-22,14:29:29.373000,DITO,11.3960801272,12.4550803464,60,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:29:56.191000,DITO,10.334888584000002,11.4762642368,64,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:31:09.253000,DITO,10.9928963648,12.4243649816,58,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:31:26.229000,DITO,13.7052189176,14.752796486400001,64,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:31:43.318000,DITO,13.2219872088,9.946850937599999,63,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:32:04.621000,DITO,10.480768720799999,12.1399518072,62,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:32:34.085000,DITO,8.8592202552,10.6064842104,59,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:32:54.996000,DITO,5.0350225208,9.6979403272,66,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:33:14.088000,DITO,10.2201844944,10.9642655056,60,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:33:34.302000,DITO,13.9147281368,10.1985425104,56,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:33:50.714000,DITO,11.714302644,13.5614535664,58,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:34:06.904000,DITO,13.748108225600001,11.3726410832,67,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:34:47.313000,DITO,10.0047317816,11.621868512,63,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:35:01.368000,DITO,14.6419293616,10.8813822896,58,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:35:19.190000,DITO,11.2599754376,10.8579310344,60,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:35:35.866000,DITO,10.919841886399999,11.0121967216,56,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:35:52.037000,DITO,11.3113145472,13.328253968,61,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:36:10.557000,DITO,10.7407460232,10.5842016808,57,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:36:30.460000,DITO,9.1795693304,10.834580644799999,59,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:36:58.810000,DITO,10.403209998400001,11.3726410832,57,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:37:15.210000,DITO,17.6897041552,12.243207776799998,66,-61,-13,-95
c8b3bf788ae663de,samsung,Library,2024-11-22,14:37:32.649000,DITO,10.3854483368,11.9669358672,62,-61,-13,-95
c8b3bf788ae663de,samsung,Airport,2024-11-22,14:54:11.512000,DITO,2.3907323168000003,13.399148936000001,114,-91,-18,-119
c8b3bf788ae663de,samsung,Airport,2024-11-22,14:54:37.058000,DITO,3.1937393664,10.2296040608,77,-91,-18,-119
c8b3bf788ae663de,samsung,Airport,2024-11-22,14:55:28.808000,DITO,1.1115190856000001,9.3994029848,75,-81,-20,-119
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:01:25.746000,DITO,5.2316036584,10.7651282048,71,-89,-18,-117
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:01:46.172000,DITO,4.8579489632,10.2922982632,60,-89,-18,-117
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:02:24.820000,DITO,2.0822785696,11.437185016799999,78,-75,-12,-104
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:02:46.824000,DITO,2.657782888,10.24,56,-75,-12,-104
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:03:10.388000,DITO,5.86741916,11.2582793296,80,-75,-12,-104
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:04:04.462000,DITO,2.4874885496,13.671858887199999,59,-75,-12,-104
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:04:26.393000,DITO,0.42646511839999995,18.4545054944,76,-69,-13,-102
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:04:49.435000,DITO,3.8150337511999997,12.516968944,71,-69,-13,-102
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:05:20.689000,DITO,3.4347116447999997,12.885115089600001,74,-69,-13,-102
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:05:44.447000,DITO,3.3159056368,12.2730328864,68,-71,-18,-109
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:06:21.590000,DITO,2.4672166224,12.901613315999999,65,-73,-12,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:06:43.008000,DITO,0.9276806888,13.936597510399999,71,-73,-12,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:07:07.339000,DITO,1.61097106,10.3451334704,65,-73,-12,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:07:39.888000,DITO,0.815881136,15.3834503816,93,-73,-12,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:08:07.530000,DITO,4.3537742536,12.1692753624,93,-73,-12,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:08:28.622000,DITO,0.5860694104,13.7652459016,113,-65,-19,-108
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:08:49.483000,DITO,2.6270840568,9.6146564888,64,-65,-19,-108
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:09:08.847000,DITO,0.8240477544,12.984742268,59,-71,-20,-110
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:09:36.700000,DITO,0.6456451104,14.8397054488,75,-71,-20,-110
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:11:01.945000,DITO,1.1206831808,20.6902669408,69,-65,-20,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:11:24.544000,DITO,1.889239708,16.82163606,72,-65,-20,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:11:52.434000,DITO,2.6840234975999997,13.363607427200002,63,-65,-20,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:12:23.541000,DITO,3.2699643456,11.359819616800001,62,-65,-20,-103
c8b3bf788ae663de,samsung,Airport,2024-11-22,15:12:45.445000,DITO,3.3761226231999997,15.174939759199999,61,-65,-20,-103
ec0ec5331708d9c1,samsung,Airport,2024-11-25,07:08:05.168000,DITO,2.4678844048,5.667131608799999,73,2147483647,-17,-113
ec0ec5331708d9c1,samsung,Canteen,2024-11-25,14:16:18.069000,DITO,29.1569894456,15.9685578448,43,2147483647,-16,-109
ec0ec5331708d9c1,samsung,ABD,2024-11-25,14:17:10.751000,DITO,21.5999453704,13.8790082648,48,2147483647,-11,-107
ec0ec5331708d9c1,samsung,Kiosk,2024-11-25,14:18:19.569000,DITO,17.440979268,9.9665281896,43,2147483647,-10,-101
ec0ec5331708d9c1,samsung,Garden,2024-11-26,07:03:06.818000,DITO,24.9750967232,7.890493343999999,49,2147483647,-11,-97
ec0ec5331708d9c1,samsung,Airport,2024-11-26,07:04:33.210000,DITO,5.9909599184,16.0961022368,51,2147483647,-14,-106
ec0ec5331708d9c1,samsung,Kiosk,2024-11-26,07:11:01.946000,DITO,37.611129608000006,16.5999341024,43,2147483647,-10,-102
ec0ec5331708d9c1,samsung,Canteen,2024-11-26,11:33:49.984000,DITO,40.2839531328,11.771214953600001,56,2147483647,-15,-108
ec0ec5331708d9c1,samsung,ABD,2024-11-26,11:34:43.513000,DITO,3.628383492,13.328253968,69,2147483647,-9,-107
ec0ec5331708d9c1,samsung,Kiosk,2024-11-26,11:35:52.292000,DITO,6.426770965599999,13.671858887199999,60,2147483647,-9,-107
ec0ec5331708d9c1,samsung,Airport,2024-11-27,07:06:04.319000,DITO,12.0116809384,6.5260103624,42,-65,-15,-122
733f51b6d1380a45,samsung,Airport,2024-11-18,09:08:03.644000,Globe,5.765127945600001,3.3347228008,43,-99,-13,-111
733f51b6d1380a45,samsung,Garden,2024-11-18,09:09:38.539000,Globe,9.381865638399999,9.1240875912,45,-91,-9,-99
733f51b6d1380a45,samsung,Garden,2024-11-18,09:10:15.836000,Globe,9.7704824856,3.3268183144,52,-87,-12,-99
733f51b6d1380a45,samsung,Library,2024-11-18,09:14:49.263000,Globe,1.7235853023999999,2.7604292464,42,-113,0,2147483647
733f51b6d1380a45,samsung,ABD,2024-11-18,09:21:09.168000,Globe,7.2392827312,3.3792346031999996,70,-101,-10,-110
733f51b6d1380a45,samsung,ABD,2024-11-18,09:25:10.827000,Globe,0.0800958944,0.4776541328,80,-113,0,2147483647
733f51b6d1380a45,samsung,Canteen,2024-11-18,09:26:25.932000,Globe,9.1378024296,2.3507287256,80,-103,-13,-116
733f51b6d1380a45,samsung,Canteen,2024-11-18,09:29:06.253000,Globe,5.5993228392,5.3191489359999995,62,-81,-11,-92
733f51b6d1380a45,samsung,Airport,2024-11-18,12:34:08.696000,Globe,4.9564762920000005,-1,38,-99,-10,-108
733f51b6d1380a45,samsung,Airport,2024-11-18,12:35:49.700000,Globe,5.595375376,-1,63,-99,-12,-111
733f51b6d1380a45,samsung,Airport,2024-11-18,12:36:21.188000,Globe,0.7383147752,-1,45,-101,-10,-111
733f51b6d1380a45,samsung,Airport,2024-11-18,12:36:54.598000,Globe,3.691845784,-1,52,-93,-15,-109
733f51b6d1380a45,samsung,Airport,2024-11-18,12:38:35.782000,Globe,7.8837929792,-1,38,-85,-12,-98
733f51b6d1380a45,samsung,Library,2024-11-18,12:43:30.316000,Globe,3.3864279336000003,-1,65,-113,0,2147483647
733f51b6d1380a45,samsung,Library,2024-11-18,12:44:02.950000,Globe,0.905156716,-1,50,-97,-9,-106
733f51b6d1380a45,samsung,Library,2024-11-18,12:45:52.644000,Globe,5.1272183992,-1,39,-91,-11,-101
733f51b6d1380a45,samsung,ABD,2024-11-18,12:48:49.475000,Globe,2.6017454192,-1,49,-93,-9,-101
733f51b6d1380a45,samsung,ABD,2024-11-18,12:50:07.428000,Globe,6.952088530399999,-1,41,-101,-11,-112
733f51b6d1380a45,samsung,Canteen,2024-11-18,12:57:25.977000,Globe,2.7313674183999996,0.3919557416,57,-113,0,2147483647
733f51b6d1380a45,samsung,Library,2024-11-18,15:35:40.165000,Globe,3.215493416,2.0679315512,74,-95,-10,-105
,Globe,Garden,2024-11-18,16:39:56.160000,samsung,9.464773739010013,4.425923285274719,54,-77,-18,-104
733f51b6d1380a45,samsung,Airport,2024-11-19,09:06:13.661000,Globe,1.5716633544,2.5691381944,40,-93,-14,-106
733f51b6d1380a45,samsung,Airport,2024-11-19,09:06:42.547000,Globe,0.5333095832,3.3542476696000003,32,-93,-15,-108
733f51b6d1380a45,samsung,Garden,2024-11-19,09:14:12.307000,Globe,7.3761930856,1.8886897848,71,-93,-10,-103
733f51b6d1380a45,samsung,Garden,2024-11-19,09:14:36.963000,Globe,-1,1.9546382152,66,-89,-13,-102
733f51b6d1380a45,samsung,Garden,2024-11-19,09:15:05.529000,Globe,6.5080259815999995,1.8865680584,85,-87,-14,-101
733f51b6d1380a45,samsung,Library,2024-11-19,09:18:31.252000,Globe,4.898191944000001,2.142040816,70,-91,-10,-101
733f51b6d1380a45,samsung,Library,2024-11-19,09:18:55.204000,Globe,2.0375049488,2.0622513304,76,-97,-11,-108
733f51b6d1380a45,samsung,Kiosk,2024-11-19,09:22:44.509000,Globe,3.2283851928,1.8947273407999998,67,-91,-10,-101
733f51b6d1380a45,samsung,Kiosk,2024-11-19,09:23:44.571000,Globe,3.1402719192,1.9358616712,67,-87,-10,-97
733f51b6d1380a45,samsung,ABD,2024-11-19,09:24:55.296000,Globe,0.4338339336,1.8240695152,73,-89,-11,-100
733f51b6d1380a45,samsung,ABD,2024-11-19,09:25:15.480000,Globe,6.5065216312,2.0064038232,64,-95,-12,-105
733f51b6d1380a45,samsung,Canteen,2024-11-19,09:30:18.011000,Globe,4.3582429392,1.797709188,71,-103,-13,-116
733f51b6d1380a45,samsung,Canteen,2024-11-19,09:30:45.847000,Globe,3.7867941472,2.2238269696,74,-103,-12,-114
efbbdbfd4444c718,realme,Airport,2024-11-20,09:14:47.018000,Globe,0.6971125112,10.323934426400001,63,2147483647,-18,-114
efbbdbfd4444c718,realme,Library,2024-11-20,09:21:16.203000,Globe,3.6969843808,7.0709894736,47,2147483647,-15,-95
efbbdbfd4444c718,realme,Library,2024-11-20,09:21:54.423000,Globe,3.3388749304,8.739080659199999,41,2147483647,-13,-101
efbbdbfd4444c718,realme,Library,2024-11-20,09:22:12.534000,Globe,6.1902228695999995,4.98819802,40,2147483647,-13,-101
efbbdbfd4444c718,realme,Library,2024-11-20,09:22:28.371000,Globe,5.849687490399999,7.486002972,48,2147483647,-13,-101
efbbdbfd4444c718,realme,Library,2024-11-20,09:22:44.970000,Globe,6.421291324799999,7.780818532800001,45,2147483647,-15,-99
efbbdbfd4444c718,realme,Library,2024-11-20,09:23:00.257000,Globe,5.3629725992,7.1921199144,33,2147483647,-15,-99
efbbdbfd4444c718,realme,Library,2024-11-20,09:24:35.620000,Globe,2.3252527464,5.1382763896000005,57,2147483647,-13,-99
efbbdbfd4444c718,realme,Library,2024-11-20,09:24:52.260000,Globe,4.1550897848,5.3854409408,91,2147483647,-20,-103
efbbdbfd4444c718,realme,Library,2024-11-20,09:26:23.693000,Globe,6.7839746064,10.3345230768,48,2147483647,-15,-108
efbbdbfd4444c718,realme,Library,2024-11-20,09:26:38.302000,Globe,9.6999218016,13.821893004000001,43,2147483647,-15,-108
efbbdbfd4444c718,realme,Library,2024-11-20,09:26:53.951000,Globe,4.6982602479999995,6.4881905992,41,2147483647,-15,-108
efbbdbfd4444c718,realme,Library,2024-11-20,09:27:31.237000,Globe,5.1304907976,3.1537276992,37,2147483647,-14,-105
efbbdbfd4444c718,realme,Library,2024-11-20,09:27:46.005000,Globe,7.3771392592,5.5916537184,40,2147483647,-18,-100
efbbdbfd4444c718,realme,Library,2024-11-20,09:28:06.533000,Globe,6.7997248376,6.6073180328,42,2147483647,-16,-100
efbbdbfd4444c718,realme,Library,2024-11-20,09:28:22.284000,Globe,6.9992388032,6.8873274096,43,2147483647,-16,-100
efbbdbfd4444c718,realme,Library,2024-11-20,09:28:38.057000,Globe,5.7304308992,9.0207341096,41,2147483647,-14,-102
efbbdbfd4444c718,realme,Library,2024-11-20,09:29:18.252000,Globe,6.3503317576,9.470075188,44,2147483647,-14,-99
